    4.99000E+01    1.24803E-01    8.82671E-01
    5.00000E+01    1.28297E-01    8.79592E-01
    5.01000E+01    1.31793E-01    8.76523E-01
    5.02000E+01    1.35493E-01    8.73285E-01
    5.03000E+01    1.39471E-01    8.69818E-01
    5.04000E+01    1.43718E-01    8.66132E-01
    5.05000E+01    1.48268E-01    8.62200E-01
    5.06000E+01    1.52870E-01    8.58241E-01
    5.07000E+01    1.57864E-01    8.53966E-01
    5.08000E+01    1.63270E-01    8.49362E-01
    5.09000E+01    1.69172E-01    8.44364E-01
    5.10000E+01    1.76152E-01    8.38491E-01
    5.11000E+01    1.81984E-01    8.33615E-01
    5.12000E+01    1.88946E-01    8.27831E-01
    5.13000E+01    1.96759E-01    8.21389E-01
    5.14000E+01    2.05569E-01    8.14184E-01
    5.15000E+01    2.21144E-01    8.01601E-01
    5.16000E+01    2.24861E-01    7.98627E-01
    5.17000E+01    2.35276E-01    7.90353E-01
    5.18000E+01    2.47402E-01    7.80827E-01
    5.19000E+01    2.61787E-01    7.69675E-01
    5.20000E+01    2.82183E-01    7.54136E-01
    5.21000E+01    2.93739E-01    7.45471E-01
    5.22000E+01    3.09541E-01    7.33783E-01
    5.23000E+01    3.29183E-01    7.19511E-01
    5.24000E+01    3.53547E-01    7.02193E-01
    5.25000E+01    3.87395E-01    6.78823E-01
    5.26000E+01    4.12925E-01    6.61712E-01
    5.27000E+01    4.35698E-01    6.46813E-01
    5.28000E+01    4.67821E-01    6.26366E-01
    5.29000E+01    5.09885E-01    6.00565E-01
    5.30000E+01    5.68881E-01    5.66159E-01
    5.31000E+01    6.35989E-01    5.29411E-01
    5.32000E+01    6.56881E-01    5.18466E-01
    5.33000E+01    7.07228E-01    4.93009E-01
    5.34000E+01    7.78029E-01    4.59310E-01
    5.35000E+01    8.79488E-01    4.14995E-01
    5.36000E+01    1.20608E+00    2.99368E-01
    5.37000E+01    1.05203E+00    3.49229E-01
    5.38000E+01    1.12010E+00    3.26246E-01
    5.39000E+01    1.23135E+00    2.91899E-01
    5.40000E+01    1.39740E+00    2.47240E-01
    5.41000E+01    1.72617E+00    1.77964E-01
    5.42000E+01    1.76306E+00    1.71519E-01
    5.43000E+01    1.81866E+00    1.62243E-01
    5.44000E+01    1.97046E+00    1.39393E-01
    5.45000E+01    2.21636E+00    1.09006E-01
    5.46000E+01    2.63396E+00    7.17937E-02
    5.47000E+01    3.16006E+00    4.24232E-02
    5.48000E+01    2.97546E+00    5.10237E-02
    5.49000E+01    3.13067E+00    4.36885E-02
    5.50000E+01    3.45098E+00    3.17146E-02
    5.51000E+01    3.99420E+00    1.84222E-02
    5.52000E+01    5.35244E+00    4.73659E-03
    5.53000E+01    4.97561E+00    6.90430E-03
    5.54000E+01    4.97056E+00    6.93929E-03
    5.55000E+01    5.31075E+00    4.93821E-03
    5.56000E+01    5.97101E+00    2.55166E-03
    5.57000E+01    7.17170E+00    7.68018E-04
    5.58000E+01    9.63369E+00    6.54849E-05
    5.59000E+01    8.25059E+00    2.61105E-04
    5.60000E+01    8.53579E+00    1.96315E-04
    5.61000E+01    9.44469E+00    7.91084E-05
    5.62000E+01    1.12934E+01    1.24549E-05
    5.63000E+01    1.38654E+01    9.51337E-07
    5.64000E+01    1.42954E+01    6.18853E-07
    5.65000E+01    1.21324E+01    5.38226E-06
    5.66000E+01    1.16334E+01    8.86498E-06
    5.67000E+01    1.18844E+01    6.89714E-06
    5.68000E+01    1.29234E+01    2.44026E-06
    5.69000E+01    1.54444E+01    1.96144E-07
    5.70000E+01    1.80634E+01    1.42940E-08
    5.71000E+01    1.49784E+01    3.12576E-07
    5.72000E+01    1.42934E+01    6.20078E-07
    5.73000E+01    1.45114E+01    4.98619E-07
    5.74000E+01    1.55844E+01    1.70517E-07
    5.75000E+01    1.79394E+01    1.61809E-08
    5.76000E+01    2.61564E+01    4.36921E-12
    5.77000E+01    2.00444E+01    1.97155E-09
    5.78000E+01    1.81565E+01    1.30241E-08
    5.79000E+01    1.78145E+01    1.83344E-08
