# SPT_1400micron
#photon
# SPT_1400micron
11500000.00000  0.00000
11504400.00000  0.00167
11508900.00000  0.00144
11513300.00000  0.00120
11517700.00000  0.00096
11522200.00000  0.00071
11526600.00000  0.00048
11531000.00000  0.00025
11535500.00000  0.00003
11539900.00000  -0.00017
11544400.00000  -0.00036
11548900.00000  -0.00052
11553300.00000  -0.00065
11557800.00000  -0.00075
11562300.00000  -0.00082
11566700.00000  -0.00084
11571200.00000  -0.00083
11575700.00000  -0.00077
11580200.00000  -0.00065
11584700.00000  -0.00048
11589100.00000  -0.00026
11593600.00000  0.00001
11598100.00000  0.00033
11602600.00000  0.00068
11607100.00000  0.00106
11611600.00000  0.00145
11616200.00000  0.00186
11620700.00000  0.00227
11625200.00000  0.00267
11629700.00000  0.00307
11634200.00000  0.00344
11638800.00000  0.00378
11643300.00000  0.00409
11647800.00000  0.00435
11652400.00000  0.00456
11656900.00000  0.00458
11661500.00000  0.00455
11666000.00000  0.00448
11670600.00000  0.00437
11675100.00000  0.00424
11679700.00000  0.00408
11684300.00000  0.00391
11688800.00000  0.00373
11693400.00000  0.00355
11698000.00000  0.00337
11702500.00000  0.00321
11707100.00000  0.00306
11711700.00000  0.00295
11716300.00000  0.00287
11720900.00000  0.00283
11725500.00000  0.00287
11730100.00000  0.00294
11734700.00000  0.00303
11739300.00000  0.00316
11743900.00000  0.00331
11748500.00000  0.00348
11753100.00000  0.00368
11757800.00000  0.00391
11762400.00000  0.00415
11767000.00000  0.00442
11771700.00000  0.00472
11776300.00000  0.00504
11780900.00000  0.00537
11785600.00000  0.00573
11790200.00000  0.00611
11794900.00000  0.00636
11799500.00000  0.00662
11804200.00000  0.00690
11808800.00000  0.00719
11813500.00000  0.00752
11818200.00000  0.00788
11822900.00000  0.00827
11827500.00000  0.00871
11832200.00000  0.00920
11836900.00000  0.00974
11841600.00000  0.01034
11846300.00000  0.01100
11851000.00000  0.01174
11855700.00000  0.01255
11860400.00000  0.01344
11865100.00000  0.01450
11869800.00000  0.01565
11874500.00000  0.01688
11879200.00000  0.01819
11883900.00000  0.01955
11888700.00000  0.02096
11893400.00000  0.02240
11898100.00000  0.02387
11902900.00000  0.02535
11907600.00000  0.02683
11912400.00000  0.02830
11917100.00000  0.02974
11921800.00000  0.03116
11926600.00000  0.03252
11931400.00000  0.03383
11936100.00000  0.03407
11940900.00000  0.03416
11945700.00000  0.03416
11950400.00000  0.03412
11955200.00000  0.03411
11960000.00000  0.03418
11964800.00000  0.03438
11969600.00000  0.03478
11974400.00000  0.03544
11979200.00000  0.03640
11984000.00000  0.03773
11988800.00000  0.03948
11993600.00000  0.04172
11998400.00000  0.04450
12003200.00000  0.04787
12008000.00000  0.05209
12012900.00000  0.05688
12017700.00000  0.06218
12022500.00000  0.06797
12027400.00000  0.07420
12032200.00000  0.08083
12037000.00000  0.08783
12041900.00000  0.09515
12046700.00000  0.10276
12051600.00000  0.11062
12056500.00000  0.11868
12061300.00000  0.12691
12066200.00000  0.13527
12071100.00000  0.14372
12075900.00000  0.15222
12080800.00000  0.16029
12085700.00000  0.16853
12090600.00000  0.17693
12095500.00000  0.18546
12100400.00000  0.19408
12105300.00000  0.20279
12110200.00000  0.21156
12115100.00000  0.22035
12120000.00000  0.22916
12124900.00000  0.23794
12129800.00000  0.24669
12134700.00000  0.25536
12139700.00000  0.26395
12144600.00000  0.27242
12149500.00000  0.28074
12154500.00000  0.28743
12159400.00000  0.29383
12164400.00000  0.30005
12169300.00000  0.30617
12174300.00000  0.31229
12179200.00000  0.31849
12184200.00000  0.32485
12189200.00000  0.33146
12194100.00000  0.33842
12199100.00000  0.34579
12204100.00000  0.35367
12209100.00000  0.36215
12214100.00000  0.37131
12219000.00000  0.38124
12224000.00000  0.39202
12229000.00000  0.40590
12234000.00000  0.42086
12239000.00000  0.43667
12244100.00000  0.45317
12249100.00000  0.47019
12254100.00000  0.48755
12259100.00000  0.50509
12264200.00000  0.52264
12269200.00000  0.54003
12274200.00000  0.55709
12279300.00000  0.57365
12284300.00000  0.58954
12289400.00000  0.60459
12294400.00000  0.61863
12299500.00000  0.63149
12304500.00000  0.64211
12309600.00000  0.65176
12314700.00000  0.66052
12319700.00000  0.66844
12324800.00000  0.67555
12329900.00000  0.68191
12335000.00000  0.68757
12340100.00000  0.69257
12345200.00000  0.69696
12350300.00000  0.70078
12355400.00000  0.70408
12360500.00000  0.70690
12365600.00000  0.70930
12370700.00000  0.71132
12375800.00000  0.71300
12381000.00000  0.71395
12386100.00000  0.71420
12391200.00000  0.71388
12396400.00000  0.71314
12401500.00000  0.71210
12406600.00000  0.71089
12411800.00000  0.70965
12416900.00000  0.70850
12422100.00000  0.70759
12427300.00000  0.70703
12432400.00000  0.70697
12437600.00000  0.70754
12442800.00000  0.70886
12448000.00000  0.71107
12453100.00000  0.71430
12458300.00000  0.72174
12463500.00000  0.73047
12468700.00000  0.74018
12473900.00000  0.75067
12479100.00000  0.76171
12484300.00000  0.77312
12489600.00000  0.78470
12494800.00000  0.79623
12500000.00000  0.80751
12505200.00000  0.81835
12510500.00000  0.82854
12515700.00000  0.83787
12520900.00000  0.84613
12526200.00000  0.85314
12531400.00000  0.85869
12536700.00000  0.86041
12541900.00000  0.86068
12547200.00000  0.85974
12552500.00000  0.85773
12557700.00000  0.85478
12563000.00000  0.85102
12568300.00000  0.84659
12573600.00000  0.84163
12578900.00000  0.83627
12584200.00000  0.83064
12589500.00000  0.82489
12594800.00000  0.81913
