# PDBI_149.2GHz
#photon
# PDBI_149.2GHz
19570000.00000  0.00000
19571300.00000  0.00000
19572500.00000  0.00000
19573800.00000  0.00000
19575100.00000  0.00000
19576400.00000  0.00000
19577600.00000  0.00000
19578900.00000  0.00000
19580200.00000  0.00000
19581500.00000  0.00000
19582800.00000  0.00000
19584000.00000  0.00000
19585300.00000  0.00000
19586600.00000  0.00000
19587900.00000  0.00000
19589200.00000  0.00000
19590400.00000  0.00000
19591700.00000  0.00000
19593000.00000  0.00000
19594300.00000  0.00000
19595600.00000  0.00000
19596800.00000  0.00000
19598100.00000  0.00000
19599400.00000  0.00000
19600700.00000  0.00000
19602000.00000  0.00000
19603200.00000  0.00000
19604500.00000  0.00000
19605800.00000  0.00000
19607100.00000  0.00000
19608400.00000  0.00000
19609700.00000  0.00000
19610900.00000  0.00000
19612200.00000  0.00000
19613500.00000  0.00000
19614800.00000  0.00000
19616100.00000  0.00000
19617400.00000  0.00000
19618600.00000  0.00000
19619900.00000  0.00000
19621200.00000  0.00000
19622500.00000  0.00000
19623800.00000  0.00000
19625100.00000  0.00000
19626300.00000  0.00000
19627600.00000  0.00000
19628900.00000  0.00000
19630200.00000  0.00000
19631500.00000  0.00000
19632800.00000  0.00000
19634100.00000  0.00000
19635300.00000  0.00000
19636600.00000  0.00000
19637900.00000  0.00000
19639200.00000  0.00000
19640500.00000  0.00000
19641800.00000  0.00000
19643100.00000  0.00000
19644400.00000  0.00000
19645600.00000  0.00000
19646900.00000  0.00000
19648200.00000  0.00000
19649500.00000  0.00000
19650800.00000  0.00000
19652100.00000  0.00000
19653400.00000  0.00000
19654700.00000  0.00000
19655900.00000  0.00000
19657200.00000  0.00000
19658500.00000  0.00000
19659800.00000  0.00000
19661100.00000  0.00000
19662400.00000  0.00000
19663700.00000  0.00000
19665000.00000  0.00000
19666300.00000  0.00000
19667500.00000  0.00000
19668800.00000  0.00000
19670100.00000  0.00000
19671400.00000  0.00000
19672700.00000  0.00000
19674000.00000  0.00000
19675300.00000  0.00000
19676600.00000  0.00000
19677900.00000  0.00000
19679200.00000  0.00000
19680500.00000  0.00000
19681800.00000  0.00000
19683000.00000  0.00000
19684300.00000  0.00000
19685600.00000  0.00000
19686900.00000  0.00000
19688200.00000  0.00000
19689500.00000  0.00000
19690800.00000  0.00000
19692100.00000  0.00000
19693400.00000  0.00000
19694700.00000  0.00000
19696000.00000  0.00000
19697300.00000  0.00000
19698600.00000  0.00000
19699900.00000  0.00000
19701200.00000  0.00000
19702400.00000  0.00000
19703700.00000  0.00000
19705000.00000  0.00000
19706300.00000  0.00000
19707600.00000  0.00000
19708900.00000  0.00000
19710200.00000  0.00000
19711500.00000  0.00000
19712800.00000  0.00000
19714100.00000  0.00000
19715400.00000  0.00000
19716700.00000  0.00000
19718000.00000  0.00000
19719300.00000  0.00000
19720600.00000  0.00000
19721900.00000  0.00000
19723200.00000  0.00000
19724500.00000  0.00000
19725800.00000  0.00000
19727100.00000  0.00000
19728400.00000  0.00000
19729700.00000  0.00000
19731000.00000  0.00000
19732300.00000  0.00000
19733600.00000  0.00000
19734900.00000  0.00000
19736200.00000  0.00000
19737500.00000  0.00000
